cell,x,y,p,beta,n,area_km2,variable
20456,115.875,33.125,0.15057524078280812,-0.008503401651978493,18,10349.842470618041,night_afd_per_op
20457,116.875,33.125,0.04064734497349784,0.010913544024030369,18,10349.842470618041,night_afd_per_op
20458,117.875,33.125,0.6012065440113679,-0.0038726792509595938,18,10349.842470618041,night_afd_per_op
20459,118.875,33.125,0.04280868227979253,-4.533568426268175e-4,18,10349.842470618041,night_afd_per_op
20460,119.875,33.125,0.3247299194335938,-7.121383936868773e-6,18,10349.842470618041,night_afd_per_op
20461,120.875,33.125,0.036031686218233556,0,18,10349.842470618041,night_afd_per_op
20466,125.875,33.125,1,0,18,10349.842470618041,night_afd_per_op
20470,129.875,33.125,0.37109336952269756,0,18,10349.842470618041,night_afd_per_op
20471,130.875,33.125,1,0,18,10349.842470618041,night_afd_per_op
20472,131.875,33.125,0.37109336952269756,0,18,10349.842470618041,night_afd_per_op
20473,132.875,33.125,1,0,18,10349.842470618041,night_afd_per_op
20583,-117.125,32.125,0.2225240808533967,-0.001903742302342185,18,10463.917335425293,night_afd_per_op
20584,-116.125,32.125,0.7337265014648439,1.4749459094471403e-4,18,10463.917335425293,night_afd_per_op
20585,-115.125,32.125,7.629394531250002e-6,-0.0016998964954506267,18,10463.917335425293,night_afd_per_op
20587,-113.125,32.125,0.4148230671847746,0,18,10463.917335425293,night_afd_per_op
20588,-112.125,32.125,0.18343061898217813,0,18,10463.917335425293,night_afd_per_op
20589,-111.125,32.125,0.11683805015944786,-6.767824150821461e-4,18,10463.917335425293,night_afd_per_op
20590,-110.125,32.125,0.006918073702046751,1.3303011655807495e-5,18,10463.917335425293,night_afd_per_op
20591,-109.125,32.125,0.3654364008185315,-1.1302616136769454e-4,18,10463.917335425293,night_afd_per_op
20592,-108.125,32.125,0.1775298524121535,0,18,10463.917335425293,night_afd_per_op
20593,-107.125,32.125,0.8016843787266217,-1.1157050418357055e-6,18,10463.917335425293,night_afd_per_op
20594,-106.125,32.125,0.2857627455728579,1.0514097037277631e-4,18,10463.917335425293,night_afd_per_op
20595,-105.125,32.125,0.00801813176576483,-4.714644806774552e-4,18,10463.917335425293,night_afd_per_op
20596,-104.125,32.125,0.0010877551262668103,3.3624670565283543e-4,18,10463.917335425293,night_afd_per_op
20597,-103.125,32.125,0.5135417609394588,1.410732648390181e-4,18,10463.917335425293,night_afd_per_op
20598,-102.125,32.125,2.1372191522501475e-4,0.003841229248791933,18,10463.917335425293,night_afd_per_op
20599,-101.125,32.125,0.3465499877929688,4.3615902541205287e-4,18,10463.917335425293,night_afd_per_op
20600,-100.125,32.125,0.2445692133778178,1.2028457907338938e-5,18,10463.917335425293,night_afd_per_op
20601,-99.125,32.125,0.22415166080423327,-1.7875850272293274e-6,18,10463.917335425293,night_afd_per_op
20602,-98.125,32.125,5.834189614642911e-4,-3.137688763672486e-4,18,10463.917335425293,night_afd_per_op
20603,-97.125,32.125,0.0024484633814205177,1.7000080801413527e-4,18,10463.917335425293,night_afd_per_op
20604,-96.125,32.125,0.03282474106136141,-1.2880568312974565e-4,18,10463.917335425293,night_afd_per_op
20605,-95.125,32.125,0.0019851712401522345,-5.099684219910867e-4,18,10463.917335425293,night_afd_per_op
20606,-94.125,32.125,0.0673499179392527,2.971915411762893e-4,18,10463.917335425293,night_afd_per_op
20607,-93.125,32.125,0.4590307363712941,-2.332590714407464e-4,18,10463.917335425293,night_afd_per_op
20608,-92.125,32.125,0.0010822838005762276,-8.398020640015602e-4,18,10463.917335425293,night_afd_per_op
20609,-91.125,32.125,0.01792145670879173,-6.524380296468735e-6,18,10463.917335425293,night_afd_per_op
20610,-90.125,32.125,0.40792264075701756,2.1748266049793788e-4,18,10463.917335425293,night_afd_per_op
20611,-89.125,32.125,0.5420093632183761,-6.480375304818153e-6,18,10463.917335425293,night_afd_per_op
20612,-88.125,32.125,0.04316711425781251,-3.176620113663375e-4,18,10463.917335425293,night_afd_per_op
20613,-87.125,32.125,0.006962133827842564,-1.4302848269128138e-4,18,10463.917335425293,night_afd_per_op
20614,-86.125,32.125,0.23959527057107619,9.422190487384796e-5,18,10463.917335425293,night_afd_per_op
20615,-85.125,32.125,0.010176440395772817,-2.606415189802647e-4,18,10463.917335425293,night_afd_per_op
20616,-84.125,32.125,0.695024109245362,8.806586265563965e-6,18,10463.917335425293,night_afd_per_op
20617,-83.125,32.125,0.24620819091796878,-9.293576133333975e-5,18,10463.917335425293,night_afd_per_op
20618,-82.125,32.125,0.04511787115128096,-4.0535540708030266e-4,18,10463.917335425293,night_afd_per_op
20619,-81.125,32.125,0.9320932826616748,0,18,10463.917335425293,night_afd_per_op
20691,-9.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20692,-8.125,32.125,0.10564542920187692,0,18,10463.917335425293,night_afd_per_op
20693,-7.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20694,-6.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20695,-5.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20696,-4.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20697,-3.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20698,-2.125,32.125,1,0,18,10463.917335425293,night_afd_per_op
20704,3.875,32.125,3.2806396484375005e-4,0.0028807505499571563,18,10463.917335425293,night_afd_per_op
20705,4.875,32.125,0.08146982277446033,0.0020860073918646032,18,10463.917335425293,night_afd_per_op
20706,5.875,32.125,0.6318598717596959,6.356492638587951e-4,18,10463.917335425293,night_afd_per_op
20707,6.875,32.125,0.1814492077214203,0,18,10463.917335425293,night_afd_per_op
20709,8.875,32.125,6.713867187500001e-4,-3.9936002576723695e-4,18,10463.917335425293,night_afd_per_op
20710,9.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20711,10.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20713,12.875,32.125,0.10034824646229079,0,18,10463.917335425293,night_afd_per_op
20714,13.875,32.125,0.1814492077214203,0,18,10463.917335425293,night_afd_per_op
20715,14.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20720,19.875,32.125,0.014266186701446927,0,18,10463.917335425293,night_afd_per_op
20724,23.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20731,30.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20735,34.875,32.125,0.03282474106136141,1.4863993662099045e-4,18,10463.917335425293,night_afd_per_op
20736,35.875,32.125,0.02305346642630075,2.8570189689552147e-4,18,10463.917335425293,night_afd_per_op
20737,36.875,32.125,0.5838824207703652,0,18,10463.917335425293,night_afd_per_op
20739,38.875,32.125,0.1814492077214203,0,18,10463.917335425293,night_afd_per_op
20740,39.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20743,42.875,32.125,0.1814492077214203,0,18,10463.917335425293,night_afd_per_op
20744,43.875,32.125,4.931652208254783e-4,6.076651202459048e-4,18,10463.917335425293,night_afd_per_op
20745,44.875,32.125,7.971716673559242e-4,0.002341278183407017,18,10463.917335425293,night_afd_per_op
20746,45.875,32.125,2.1372191522501475e-4,0.002341096894815564,18,10463.917335425293,night_afd_per_op
20747,46.875,32.125,7.629394531250002e-6,0.0044353053672239184,18,10463.917335425293,night_afd_per_op
20748,47.875,32.125,0.7987060546875001,-1.1903792619705179e-5,18,10463.917335425293,night_afd_per_op
20749,48.875,32.125,0.0030587092280146316,0.004352068901062012,18,10463.917335425293,night_afd_per_op
20750,49.875,32.125,3.204270503762642e-4,3.2425585231976584e-4,18,10463.917335425293,night_afd_per_op
20751,50.875,32.125,0.1273980443404458,-4.014139994978904e-6,18,10463.917335425293,night_afd_per_op
20752,51.875,32.125,0.48506146433331193,1.4845049008727074e-5,18,10463.917335425293,night_afd_per_op
20753,52.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20754,53.875,32.125,0.22430657119727154,-1.044726321616998e-5,18,10463.917335425293,night_afd_per_op
20755,54.875,32.125,0.10034824646229079,0,18,10463.917335425293,night_afd_per_op
20763,62.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20764,63.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20765,64.875,32.125,0.7892680261342813,0,18,10463.917335425293,night_afd_per_op
20766,65.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20767,66.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20770,69.875,32.125,0.833935414088552,0,18,10463.917335425293,night_afd_per_op
20771,70.875,32.125,0.23296605970680673,3.437404908860723e-7,18,10463.917335425293,night_afd_per_op
20772,71.875,32.125,0.14049606328323486,4.619324608938769e-5,18,10463.917335425293,night_afd_per_op
20773,72.875,32.125,0.3065562733793729,0,18,10463.917335425293,night_afd_per_op
20774,73.875,32.125,0.0019851712401522345,-0.002544372109696269,18,10463.917335425293,night_afd_per_op
20775,74.875,32.125,0.5419614556780374,-3.0585335722814005e-4,18,10463.917335425293,night_afd_per_op
20776,75.875,32.125,0.011529722157428975,0.0016744696269077913,18,10463.917335425293,night_afd_per_op
20777,76.875,32.125,0.3037948608398438,2.724751830101013e-4,18,10463.917335425293,night_afd_per_op
20778,77.875,32.125,0.1414821214827934,0,18,10463.917335425293,night_afd_per_op
20797,96.875,32.125,0.1814492077214203,0,18,10463.917335425293,night_afd_per_op
20798,97.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20800,99.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20801,100.875,32.125,0.42267807417063546,0,18,10463.917335425293,night_afd_per_op
20802,101.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20803,102.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20804,103.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20805,104.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20806,105.875,32.125,0.42267807417063546,0,18,10463.917335425293,night_afd_per_op
20807,106.875,32.125,0.42267807417063546,0,18,10463.917335425293,night_afd_per_op
20808,107.875,32.125,0.5838824207703652,0,18,10463.917335425293,night_afd_per_op
20809,108.875,32.125,0.37109336952269756,0,18,10463.917335425293,night_afd_per_op
20810,109.875,32.125,0.09377241438993303,-2.4063712252037865e-6,18,10463.917335425293,night_afd_per_op
20811,110.875,32.125,0.42267807417063546,0,18,10463.917335425293,night_afd_per_op
20812,111.875,32.125,8.489206412032159e-4,-1.9163654152570028e-4,18,10463.917335425293,night_afd_per_op
20813,112.875,32.125,0.3379511193917151,-3.521945502143353e-4,18,10463.917335425293,night_afd_per_op
20814,113.875,32.125,0.0014750245052184247,5.237137651047073e-4,18,10463.917335425293,night_afd_per_op
20815,114.875,32.125,0.0028570062802032543,-3.8837108634955564e-4,18,10463.917335425293,night_afd_per_op
20816,115.875,32.125,0.1507855650279713,0,18,10463.917335425293,night_afd_per_op
20817,116.875,32.125,0.008589957251185604,2.579152351245284e-6,18,10463.917335425293,night_afd_per_op
20818,117.875,32.125,4.8030019257880486e-4,3.38283134624362e-5,18,10463.917335425293,night_afd_per_op
20819,118.875,32.125,0.1422132419363925,0,18,10463.917335425293,night_afd_per_op
20820,119.875,32.125,5.798127642332219e-4,5.938457266893238e-4,18,10463.917335425293,night_afd_per_op
20821,120.875,32.125,8.897615390222377e-4,1.5351827702640247e-4,18,10463.917335425293,night_afd_per_op
20822,121.875,32.125,1,0,18,10463.917335425293,night_afd_per_op
20943,-117.125,31.125,1,0,18,10574.794338525146,night_afd_per_op
20944,-116.125,31.125,0.008966437979975593,-0.0011468755663372576,18,10574.794338525146,night_afd_per_op
20945,-115.125,31.125,0.19251757243647138,0,18,10574.794338525146,night_afd_per_op
20947,-113.125,31.125,0.2807126652684958,0,18,10574.794338525146,night_afd_per_op
20948,-112.125,31.125,0.9652545914043686,-7.314607501029968e-6,18,10574.794338525146,night_afd_per_op
20949,-111.125,31.125,0.6012065440113679,0.0010190891501094613,18,10574.794338525146,night_afd_per_op
20950,-110.125,31.125,0.513491824308902,4.1856638824519445e-4,18,10574.794338525146,night_afd_per_op
20951,-109.125,31.125,0.01659529017130447,0.0015038536469960076,18,10574.794338525146,night_afd_per_op
20952,-108.125,31.125,0.01865887681372683,-9.443703399213788e-5,18,10574.794338525146,night_afd_per_op
20953,-107.125,31.125,0.8888069544372469,0,18,10574.794338525146,night_afd_per_op
20954,-106.125,31.125,0.20489389381637854,0,18,10574.794338525146,night_afd_per_op
20955,-105.125,31.125,0.022494271222449663,0,18,10574.794338525146,night_afd_per_op
20956,-104.125,31.125,0.43462745532228175,4.2667146772146225e-5,18,10574.794338525146,night_afd_per_op
20957,-103.125,31.125,0.3037948608398438,1.1792435543611646e-6,18,10574.794338525146,night_afd_per_op
20958,-102.125,31.125,0.020974537112784852,0.0019760377103618036,18,10574.794338525146,night_afd_per_op
20959,-101.125,31.125,0.26787372283825167,5.964003055571364e-5,18,10574.794338525146,night_afd_per_op
20960,-100.125,31.125,0.18343061898217813,0,18,10574.794338525146,night_afd_per_op
20961,-99.125,31.125,0.8616909367394272,-2.275314182043081e-6,18,10574.794338525146,night_afd_per_op
20962,-98.125,31.125,0.3201062807311659,-1.4246417082507503e-4,18,10574.794338525146,night_afd_per_op
20963,-97.125,31.125,0.3465499877929688,-1.2532924301922321e-5,18,10574.794338525146,night_afd_per_op
20964,-96.125,31.125,0.962238472101115,9.663653327152133e-5,18,10574.794338525146,night_afd_per_op
20965,-95.125,31.125,0.05828818335235629,-7.280324851827963e-4,18,10574.794338525146,night_afd_per_op
20966,-94.125,31.125,3.5429774664309907e-4,-0.0015181917697191238,18,10574.794338525146,night_afd_per_op
20967,-93.125,31.125,0.2958693422661805,-1.0346141285621203e-4,18,10574.794338525146,night_afd_per_op
20968,-92.125,31.125,0.010176440395772817,-1.5930597146507353e-4,18,10574.794338525146,night_afd_per_op
20969,-91.125,31.125,0.5712430483673426,-6.985559593886137e-6,18,10574.794338525146,night_afd_per_op
20970,-90.125,31.125,7.960266874644294e-4,-5.904616931490976e-4,18,10574.794338525146,night_afd_per_op
20971,-89.125,31.125,0.36036705185108625,1.3692080586527784e-4,18,10574.794338525146,night_afd_per_op
20972,-88.125,31.125,0.0045016853690016375,-1.586195721756667e-4,18,10574.794338525146,night_afd_per_op
20973,-87.125,31.125,0.016178676867797982,-1.8414213056010858e-4,18,10574.794338525146,night_afd_per_op
20974,-86.125,31.125,0.6358467122075273,4.477507900446653e-6,18,10574.794338525146,night_afd_per_op
20975,-85.125,31.125,0.0017127074115255551,4.382723838918739e-4,18,10574.794338525146,night_afd_per_op
20976,-84.125,31.125,0.6631594882832027,9.501352906227112e-6,18,10574.794338525146,night_afd_per_op
20977,-83.125,31.125,0.0028426435733291617,-5.143295042216778e-4,18,10574.794338525146,night_afd_per_op
20978,-82.125,31.125,0.0327240583532801,-1.279406559964021e-4,18,10574.794338525146,night_afd_per_op
20979,-81.125,31.125,0.37109336952269756,0,18,10574.794338525146,night_afd_per_op
21051,-9.125,31.125,0.7874064906662693,0,18,10574.794338525146,night_afd_per_op
21062,1.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21063,2.875,31.125,0.10034824646229079,0,18,10574.794338525146,night_afd_per_op
21065,4.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21066,5.875,31.125,0.0014750245052184247,0.0030290146330824224,18,10574.794338525146,night_afd_per_op
21067,6.875,31.125,0.1273529210483305,9.146341122686863e-4,18,10574.794338525146,night_afd_per_op
21068,7.875,31.125,0.8985748291015626,3.0983730473301625e-4,18,10574.794338525146,night_afd_per_op
21069,8.875,31.125,0.04176805735250535,0.0012309009616728872,18,10574.794338525146,night_afd_per_op
21070,9.875,31.125,3.5487131446229446e-4,-0.001155120977879657,18,10574.794338525146,night_afd_per_op
21071,10.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21072,11.875,31.125,0.1814492077214203,0,18,10574.794338525146,night_afd_per_op
21073,12.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21076,15.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21077,16.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21078,17.875,31.125,0.37109336952269756,0,18,10574.794338525146,night_afd_per_op
21080,19.875,31.125,0.5073822957159169,-4.995478472361962e-6,18,10574.794338525146,night_afd_per_op
21086,25.875,31.125,0.008964538574218752,2.4264995202732584e-4,18,10574.794338525146,night_afd_per_op
21087,26.875,31.125,0.014711742430035642,-0.0013635274954140186,18,10574.794338525146,night_afd_per_op
21088,27.875,31.125,0.0012680755296886684,6.422193255275488e-4,18,10574.794338525146,night_afd_per_op
21089,28.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21090,29.875,31.125,0.0010882278455951108,4.444255693150418e-4,18,10574.794338525146,night_afd_per_op
21091,30.875,31.125,0.40792264075701756,4.222439158530462e-7,18,10574.794338525146,night_afd_per_op
21092,31.875,31.125,0.16333515195044437,-1.7721293988870457e-4,18,10574.794338525146,night_afd_per_op
21093,32.875,31.125,0.37109336952269756,0,18,10574.794338525146,night_afd_per_op
21094,33.875,31.125,0.0020923174275443907,2.1463841646133613e-4,18,10574.794338525146,night_afd_per_op
21095,34.875,31.125,0.0069247373015897855,1.4895609476500086e-4,18,10574.794338525146,night_afd_per_op
21096,35.875,31.125,0.44880444099043915,2.7713443463047345e-7,18,10574.794338525146,night_afd_per_op
21097,36.875,31.125,0.10034824646229079,0,18,10574.794338525146,night_afd_per_op
21098,37.875,31.125,0.036031686218233556,0,18,10574.794338525146,night_afd_per_op
21100,39.875,31.125,0.059058229090536735,0,18,10574.794338525146,night_afd_per_op
21101,40.875,31.125,0.1814492077214203,0,18,10574.794338525146,night_afd_per_op
21102,41.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21105,44.875,31.125,0.20841280368414858,0,18,10574.794338525146,night_afd_per_op
21106,45.875,31.125,0.007879227774042891,4.2831868631765246e-4,18,10574.794338525146,night_afd_per_op
21107,46.875,31.125,0.030364990234375003,0.0019606725856040914,18,10574.794338525146,night_afd_per_op
21108,47.875,31.125,2.1372191522501475e-4,0.017652337868062275,18,10574.794338525146,night_afd_per_op
21109,48.875,31.125,0.1273529210483305,0.0018270262158834017,18,10574.794338525146,night_afd_per_op
21110,49.875,31.125,0.11688143955216278,-0.002534748675922553,18,10574.794338525146,night_afd_per_op
21111,50.875,31.125,3.2806396484375005e-4,6.393861971446313e-4,18,10574.794338525146,night_afd_per_op
21112,51.875,31.125,0.4145198529802937,0,18,10574.794338525146,night_afd_per_op
21113,52.875,31.125,0.5293681061847979,0,18,10574.794338525146,night_afd_per_op
21114,53.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21116,55.875,31.125,0.37109336952269756,0,18,10574.794338525146,night_afd_per_op
21117,56.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21121,60.875,31.125,0.059058229090536735,0,18,10574.794338525146,night_afd_per_op
21122,61.875,31.125,0.11476850169649763,-2.1362169354688376e-4,18,10574.794338525146,night_afd_per_op
21127,66.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21130,69.875,31.125,0.13995071412643448,-4.999164957553148e-7,18,10574.794338525146,night_afd_per_op
21131,70.875,31.125,0.7535516091563128,0,18,10574.794338525146,night_afd_per_op
21132,71.875,31.125,0.6950584569564157,-3.1312035086254277e-6,18,10574.794338525146,night_afd_per_op
21133,72.875,31.125,0.4227728678339329,-2.9678534095486007e-6,18,10574.794338525146,night_afd_per_op
21134,73.875,31.125,0.8985748291015626,-8.929354729703986e-5,18,10574.794338525146,night_afd_per_op
21135,74.875,31.125,0.04062352028266098,5.353748274501413e-4,18,10574.794338525146,night_afd_per_op
21136,75.875,31.125,0.13863651568948343,5.749545991420746e-4,18,10574.794338525146,night_afd_per_op
21137,76.875,31.125,0.7274756214223943,-3.7470896772685505e-4,18,10574.794338525146,night_afd_per_op
21138,77.875,31.125,0.513491824308902,2.4782493710517883e-5,18,10574.794338525146,night_afd_per_op
21139,78.875,31.125,0.6658956693910549,0,18,10574.794338525146,night_afd_per_op
21140,79.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21148,87.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21156,95.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21157,96.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21158,97.875,31.125,0.8551321405847059,0,18,10574.794338525146,night_afd_per_op
21159,98.875,31.125,0.35254213749971297,0,18,10574.794338525146,night_afd_per_op
21160,99.875,31.125,0.6720517686591894,0,18,10574.794338525146,night_afd_per_op
21161,100.875,31.125,0.589638551626567,0,18,10574.794338525146,night_afd_per_op
21162,101.875,31.125,0.5838824207703652,0,18,10574.794338525146,night_afd_per_op
21165,104.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21166,105.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21167,106.875,31.125,0.8551321405847059,0,18,10574.794338525146,night_afd_per_op
21168,107.875,31.125,0.41849223344681974,0,18,10574.794338525146,night_afd_per_op
21169,108.875,31.125,0.27104127961034297,0,18,10574.794338525146,night_afd_per_op
21172,111.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21173,112.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21174,113.875,31.125,0.06904314057509954,2.713780850172043e-5,18,10574.794338525146,night_afd_per_op
21175,114.875,31.125,0.00403584737326009,1.828828003324036e-4,18,10574.794338525146,night_afd_per_op
21176,115.875,31.125,0.11688143955216278,-3.5691933913363353e-4,18,10574.794338525146,night_afd_per_op
21177,116.875,31.125,0.0040445733486984565,3.830409696092829e-4,18,10574.794338525146,night_afd_per_op
21178,117.875,31.125,0.1273980443404458,3.200126259635465e-4,18,10574.794338525146,night_afd_per_op
21179,118.875,31.125,3.855608280426814e-4,4.265303568293651e-4,18,10574.794338525146,night_afd_per_op
21180,119.875,31.125,0.026067633953717206,-1.9214150129950473e-4,18,10574.794338525146,night_afd_per_op
21181,120.875,31.125,1,-1.950659290222185e-6,18,10574.794338525146,night_afd_per_op
21182,121.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21191,130.875,31.125,1,0,18,10574.794338525146,night_afd_per_op
21304,-116.125,30.125,0.42267807417063546,0,18,10682.44492601654,night_afd_per_op
21305,-115.125,30.125,0.7892680261342813,0,18,10682.44492601654,night_afd_per_op
21308,-112.125,30.125,0.37109336952269756,0,18,10682.44492601654,night_afd_per_op
21309,-111.125,30.125,0.6025115928215614,-2.2856693249195814e-7,18,10682.44492601654,night_afd_per_op
21310,-110.125,30.125,0.005310773105394126,0.0020924791072805724,18,10682.44492601654,night_afd_per_op
21311,-109.125,30.125,0.036558112488947365,-0.004108226175109545,18,10682.44492601654,night_afd_per_op
21312,-108.125,30.125,0.20649581331284203,7.853144779801369e-6,18,10682.44492601654,night_afd_per_op
21313,-107.125,30.125,0.009215334942378356,4.64744688331554e-4,18,10682.44492601654,night_afd_per_op
21314,-106.125,30.125,0.378578550050322,1.1016614735126496e-6,18,10682.44492601654,night_afd_per_op
21315,-105.125,30.125,0.041102318591501694,1.08281360903325e-4,18,10682.44492601654,night_afd_per_op
21316,-104.125,30.125,0.02997397358655587,0,18,10682.44492601654,night_afd_per_op
21317,-103.125,30.125,0.5536169919657805,0,18,10682.44492601654,night_afd_per_op
21318,-102.125,30.125,0.6355861222787667,0,18,10682.44492601654,night_afd_per_op
21319,-101.125,30.125,0.18501631052301487,1.61074319233497e-4,18,10682.44492601654,night_afd_per_op
21320,-100.125,30.125,0.010176440395772817,3.2981473486870527e-4,18,10682.44492601654,night_afd_per_op
21321,-99.125,30.125,0.09966530560331069,0,18,10682.44492601654,night_afd_per_op
21322,-98.125,30.125,0.036558112488947365,1.6450967514030046e-4,18,10682.44492601654,night_afd_per_op
21323,-97.125,30.125,0.06653594970703126,-1.6558405228092203e-4,18,10682.44492601654,night_afd_per_op
21324,-96.125,30.125,0.41421617824252505,0,18,10682.44492601654,night_afd_per_op
21325,-95.125,30.125,0.25739160041429693,5.176248261705041e-4,18,10682.44492601654,night_afd_per_op
21326,-94.125,30.125,0.25744802800003513,-4.262304441495375e-4,18,10682.44492601654,night_afd_per_op
21327,-93.125,30.125,0.008966437979975593,-0.0026040058583021164,18,10682.44492601654,night_afd_per_op
21328,-92.125,30.125,0.0069247373015897855,-0.00260088499635458,18,10682.44492601654,night_afd_per_op
21329,-91.125,30.125,0.38369388713833996,-5.5544470836009296e-5,18,10682.44492601654,night_afd_per_op
21330,-90.125,30.125,0.026328518973141594,-3.212107500682274e-4,18,10682.44492601654,night_afd_per_op
21331,-89.125,30.125,0.07540356287126339,0,18,10682.44492601654,night_afd_per_op
21332,-88.125,30.125,4.600150848459634e-4,-4.481064679566771e-4,18,10682.44492601654,night_afd_per_op
21333,-87.125,30.125,0.2945073936801101,0,18,10682.44492601654,night_afd_per_op
21334,-86.125,30.125,0.7127018566581784,0,18,10682.44492601654,night_afd_per_op
21335,-85.125,30.125,0.6950584569564157,5.202888860367238e-6,18,10682.44492601654,night_afd_per_op
21336,-84.125,30.125,0.6657747054147573,0,18,10682.44492601654,night_afd_per_op
21337,-83.125,30.125,0.006039847964662564,-2.745456611072378e-4,18,10682.44492601654,night_afd_per_op
21338,-82.125,30.125,0.0030552220844431216,-2.6408564216191214e-4,18,10682.44492601654,night_afd_per_op
21339,-81.125,30.125,0.932646638965876,0,18,10682.44492601654,night_afd_per_op
21410,-10.125,30.125,0.37109336952269756,0,18,10682.44492601654,night_afd_per_op
21411,-9.125,30.125,1,0,18,10682.44492601654,night_afd_per_op
21423,2.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21426,5.875,30.125,3.191869449127891e-4,4.4503784738481045e-4,18,10682.44492601654,night_afd_per_op
21427,6.875,30.125,3.5429774664309907e-4,0.0013969273772090674,18,10682.44492601654,night_afd_per_op
21428,7.875,30.125,0.061053276821771606,0.0016297256574034692,18,10682.44492601654,night_afd_per_op
21433,12.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21437,16.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21438,17.875,30.125,0.2339528334705896,0,18,10682.44492601654,night_afd_per_op
21439,18.875,30.125,0.09339240720383535,-3.0266353860497475e-5,18,10682.44492601654,night_afd_per_op
21440,19.875,30.125,0.7604234351545746,3.4811081630843025e-4,18,10682.44492601654,night_afd_per_op
21441,20.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21443,22.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21445,24.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21446,25.875,30.125,0.1507855650279713,0,18,10682.44492601654,night_afd_per_op
21447,26.875,30.125,0.1814492077214203,0,18,10682.44492601654,night_afd_per_op
21448,27.875,30.125,0.006918073702046751,8.861766817669074e-4,18,10682.44492601654,night_afd_per_op
21449,28.875,30.125,0.4487408968112141,4.064194702853759e-6,18,10682.44492601654,night_afd_per_op
21450,29.875,30.125,0.5541131300694455,0,18,10682.44492601654,night_afd_per_op
21451,30.875,30.125,0.023503134058419153,4.4000286919375256e-4,18,10682.44492601654,night_afd_per_op
21452,31.875,30.125,2.1372191522501475e-4,0.0022589449495585127,18,10682.44492601654,night_afd_per_op
21453,32.875,30.125,1,0,18,10682.44492601654,night_afd_per_op
21455,34.875,30.125,0.40167816646977295,0,18,10682.44492601654,night_afd_per_op
21456,35.875,30.125,0.37109336952269756,0,18,10682.44492601654,night_afd_per_op
21458,37.875,30.125,0.004094392346213803,-5.294158938340843e-4,18,10682.44492601654,night_afd_per_op
21459,38.875,30.125,2.1372191522501475e-4,-3.287295257905498e-4,18,10682.44492601654,night_afd_per_op
21460,39.875,30.125,0.014266186701446927,0,18,10682.44492601654,night_afd_per_op
21461,40.875,30.125,0.37109336952269756,0,18,10682.44492601654,night_afd_per_op
